id,name,category,address,area,city,state,zip,country,phone,email,url,latitude,longitude,rating,rating_count,main_deity,facebook,instagram,linkedin,twitter,whatsapp,youtube,tiktok,source_file,has_coordinates
REL00082,"Sengkazhuneer Pillayar Temple, Mylapore",Hindu Temples,"Sengkazhuneer Pillayar Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00083,"Vadakoor Selvavinayagar Temple, Mylapore",Hindu Temples,"Vadakoor Selvavinayagar Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00084,"Thillai Vinayagar Temple, Mylapore",Hindu Temples,"Thillai Vinayagar Temple, Mylapore, Chennai - 600004",Mylapore,Chennai,Tamil Nadu,600004,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00085,"Siddi Puthi Vinayagar Temple, Abiramapuram, Mylapore",Hindu Temples,"Siddi Puthi Vinayagar Temple, Abiramapuram, Mylapore, Chennai - 600018","Abiramapuram, Mylapore",Chennai,Tamil Nadu,600018,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00086,"Sundararaja Perumal And Anjaneeya Swamy Temple, Choolai",Hindu Temples,"Sundararaja Perumal and Anjaneeya Swamy Temple, Choolai, Chennai - 600112",Choolai,Chennai,Tamil Nadu,600112,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00087,"Dharmaraja Vempuliamman Temple, Choolai",Hindu Temples,"Dharmaraja Vempuliamman Temple, Choolai, Chennai - 600112",Choolai,Chennai,Tamil Nadu,600112,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00088,"Kanda Samy Adhi Moottaiamman Temple, Kosapet",Hindu Temples,"Kanda Samy Adhi Moottaiamman Temple, Kosapet, Chennai - 600012",Kosapet,Chennai,Tamil Nadu,600012,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00089,"Srinivasa Perumal Temple, Choolai",Hindu Temples,"Srinivasa Perumal Temple, Choolai, Chennai - 600112",Choolai,Chennai,Tamil Nadu,600112,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00090,"Vinaithirtha Vinayagar Temple, Kosapet",Hindu Temples,"Vinaithirtha Vinayagar Temple, Kosapet, Chennai - 600012",Kosapet,Chennai,Tamil Nadu,600012,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00091,"Pedari Seliamman Mahalakshmi Mariamman Temple, Madhavaram",Hindu Temples,"Pedari Seliamman Mahalakshmi Mariamman Temple, Madhavaram, Chennai - 600060",Madhavaram,Chennai,Tamil Nadu,600060,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00092,"Elliamman Temple, Pattalam",Hindu Temples,"Elliamman Temple, Pattalam, Chennai - 600012",Pattalam,Chennai,Tamil Nadu,600012,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00093,"Singara Velavar Temple, Erukkancheri",Hindu Temples,"Singara Velavar Temple, Erukkancheri, Chennai - 600118",Erukkancheri,Chennai,Tamil Nadu,600118,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00094,"Kamatchiamman Vakaiara Temple, Erukkancheri",Hindu Temples,"Kamatchiamman Vakaiara Temple, Erukkancheri, Chennai - 600118",Erukkancheri,Chennai,Tamil Nadu,600118,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00095,"Sidhi Budhi Vinayakar And Sundareswarar Temple, Royapetta",Hindu Temples,"Sidhi Budhi Vinayakar and Sundareswarar Temple, Royapetta, Chennai - 600014",Royapetta,Chennai,Tamil Nadu,600014,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00096,"Periyapalayathamman Temple, Royapetta",Hindu Temples,"Periyapalayathamman Temple, Royapetta, Chennai - 600014",Royapetta,Chennai,Tamil Nadu,600014,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00097,"Sivasakthi Vinayagar Temple, Chepuke, Mylapore",Hindu Temples,"Sivasakthi Vinayagar Temple, Chepuke, Mylapore, Chennai - 600005","Chepuke, Mylapore",Chennai,Tamil Nadu,600005,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00098,"Anbupuri Amman Temple, Triplicane",Hindu Temples,"Anbupuri Amman Temple, Triplicane, Chennai - 600002",Triplicane,Chennai,Tamil Nadu,600002,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00099,"Nageswari Amman Temple, Triplicane",Hindu Temples,"Nageswari Amman Temple, Triplicane, Chennai - 600005",Triplicane,Chennai,Tamil Nadu,600005,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00100,"Srinivasa Perumal Temple, Egmore",Hindu Temples,"Srinivasa Perumal Temple, Egmore, Chennai - 600008",Egmore,Chennai,Tamil Nadu,600008,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00101,"Selva Vinayagar Temple, Egmore",Hindu Temples,"Selva Vinayagar Temple, Egmore, Chennai - 600008",Egmore,Chennai,Tamil Nadu,600008,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00102,"Ponniamman Vagaiyara Temple, Egmore",Hindu Temples,"Ponniamman Vagaiyara Temple, Egmore, Chennai - 600008",Egmore,Chennai,Tamil Nadu,600008,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00103,"Devi Periyapalayathamman Temple, Vadapalani",Hindu Temples,"Devi Periyapalayathamman Temple, Vadapalani, Chennai - 600026",Vadapalani,Chennai,Tamil Nadu,600026,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00104,"Om Navasakthi Vinayagar Temple, Kilpauk",Hindu Temples,"Om Navasakthi Vinayagar Temple, Kilpauk, Chennai - 600010",Kilpauk,Chennai,Tamil Nadu,600010,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00105,"Karumariyamman Temple, Chetpet",Hindu Temples,"Karumariyamman Temple, Chetpet, Chennai - 600031",Chetpet,Chennai,Tamil Nadu,600031,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00106,"Maga Kaliyamman Temple, Virugambakkam",Hindu Temples,"Maga Kaliyamman Temple, Virugambakkam, Chennai - 600092",Virugambakkam,Chennai,Tamil Nadu,600092,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00107,"Ellamman Temple, Periyamet",Hindu Temples,"Ellamman Temple, Periyamet, Chennai - 600003",Periyamet,Chennai,Tamil Nadu,600003,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00108,"Varasithi Vinayagar Temple, Periyamet",Hindu Temples,"Varasithi Vinayagar Temple, Periyamet, Chennai - 600003",Periyamet,Chennai,Tamil Nadu,600003,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00109,"Prasanna Kodhanda Ramar Temple, Periyamet",Hindu Temples,"Prasanna Kodhanda Ramar Temple, Periyamet, Chennai - 600003",Periyamet,Chennai,Tamil Nadu,600003,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00110,"Rathina Vinayagar And Durgai Amman Temple, Rayapettai",Hindu Temples,"Rathina Vinayagar and Durgai Amman Temple, Rayapettai, Chennai - 600014",Rayapettai,Chennai,Tamil Nadu,600014,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00111,"Varasithi Vinayagar Temple, Alwarpet",Hindu Temples,"Varasithi Vinayagar Temple, Alwarpet, Chennai - 600086",Alwarpet,Chennai,Tamil Nadu,600086,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00112,"Selva Vinayagar Temple, Rayapettai",Hindu Temples,"Selva Vinayagar Temple, Rayapettai, Chennai - 600014",Rayapettai,Chennai,Tamil Nadu,600014,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00113,"Ellaiyamman Temple, Vellala Thenampettai",Hindu Temples,"Ellaiyamman Temple, Vellala Thenampettai, Chennai - 600086",Vellala Thenampettai,Chennai,Tamil Nadu,600086,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00114,"Prasanna Vinayagar Temple, Pudupet",Hindu Temples,"Prasanna Vinayagar Temple, Pudupet, Chennai - 600014",Pudupet,Chennai,Tamil Nadu,600014,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00115,"Mahalakshmi Temple, Besant Nagar",Hindu Temples,"Mahalakshmi Temple, Besant Nagar, Chennai - 600090",Besant Nagar,Chennai,Tamil Nadu,600090,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00116,"Sundara Vinayagar Temple, Adyar",Hindu Temples,"Sundara Vinayagar Temple, Adyar, Chennai - 600020",Adyar,Chennai,Tamil Nadu,600020,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00117,"Karaneeswarar Temple, Saidapet",Hindu Temples,"Karaneeswarar Temple, Saidapet, Chennai - 600015",Saidapet,Chennai,Tamil Nadu,600015,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00118,"Dharmaraja Temple, Saidapet",Hindu Temples,"Dharmaraja Temple, Saidapet, Chennai - 600015",Saidapet,Chennai,Tamil Nadu,600015,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00119,"Veera Anjaneyar Temple, Guindy",Hindu Temples,"Veera Anjaneyar Temple, Guindy, Chennai - 600032",Guindy,Chennai,Tamil Nadu,600032,India,,,,,,,0,Anjaneya,,,,,,,,temple.csv,False
REL00120,"Agatheeswarar Prasanna Venkatesa Perumal Temple, Nungambakkam",Hindu Temples,"Agatheeswarar Prasanna Venkatesa Perumal Temple, Nungambakkam, Chennai - 600034",Nungambakkam,Chennai,Tamil Nadu,600034,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00121,"Karkodiamman Temple, Nungambakkam",Hindu Temples,"Karkodiamman Temple, Nungambakkam, Chennai - 600034",Nungambakkam,Chennai,Tamil Nadu,600034,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00122,"Sivasubramania Swamy Temple, Nungambakkam",Hindu Temples,"Sivasubramania Swamy Temple, Nungambakkam, Chennai - 600034",Nungambakkam,Chennai,Tamil Nadu,600034,India,,,,,,,0,Swamy,,,,,,,,temple.csv,False
REL00123,"Vinai Theertha Vinayagar Temple, Kodambakkam",Hindu Temples,"Vinai Theertha Vinayagar Temple, Kodambakkam, Chennai - 600024",Kodambakkam,Chennai,Tamil Nadu,600024,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00124,"Vinai Theertha Vinayagar Adhi Thulirkavanathamman Temple, Nungambakkam",Hindu Temples,"Vinai Theertha Vinayagar Adhi Thulirkavanathamman Temple, Nungambakkam, Chennai - 600034",Nungambakkam,Chennai,Tamil Nadu,600034,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00125,"Thiruveethiamman Temple, Nungambakkam",Hindu Temples,"Thiruveethiamman Temple, Nungambakkam, Chennai - 600034",Nungambakkam,Chennai,Tamil Nadu,600034,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00126,"Karumari Amman Vagaiyara Temple, Choolaimedu",Hindu Temples,"Karumari Amman Vagaiyara Temple, Choolaimedu, Chennai - 600094",Choolaimedu,Chennai,Tamil Nadu,600094,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00127,"Vijaya Vinayagar Temple, Nungambakkam",Hindu Temples,"Vijaya Vinayagar Temple, Nungambakkam, Chennai - 600034",Nungambakkam,Chennai,Tamil Nadu,600034,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00128,"Asalathamman Temple, Nungambakkam",Hindu Temples,"Asalathamman Temple, Nungambakkam, Chennai - 600034",Nungambakkam,Chennai,Tamil Nadu,600034,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00129,"Prasanna Venkatesa Perumal Temple, Nungambakkam",Hindu Temples,"Prasanna Venkatesa Perumal Temple, Nungambakkam, Chennai - 600034",Nungambakkam,Chennai,Tamil Nadu,600034,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00130,"Thiyagaraja Swamy Temple, Thiruvottiyur",Hindu Temples,"Thiyagaraja Swamy Temple, Thiruvottiyur, Chennai - 600019",Thiruvottiyur,Chennai,Tamil Nadu,600019,India,,,,,,,0,Swamy,,,,,,,,temple.csv,False
REL00131,"Dhakshina Murthy Temple, Thiruvottiyur",Hindu Temples,"Dhakshina Murthy Temple, Thiruvottiyur, Chennai - 600019",Thiruvottiyur,Chennai,Tamil Nadu,600019,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00132,"Agatheswarar Temple, Thiruvottiyur",Hindu Temples,"Agatheswarar Temple, Thiruvottiyur, Chennai - 600019",Thiruvottiyur,Chennai,Tamil Nadu,600019,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00133,"Ponniamman Temple, Thiruvottiyur",Hindu Temples,"Ponniamman Temple, Thiruvottiyur, Chennai - 600019",Thiruvottiyur,Chennai,Tamil Nadu,600019,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00134,"Pattinathar Temple, Thiruvottiyur",Hindu Temples,"Pattinathar Temple, Thiruvottiyur, Chennai - 600019",Thiruvottiyur,Chennai,Tamil Nadu,600019,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00135,"Munthivinayagar Temple, Thiruvottiyur",Hindu Temples,"Munthivinayagar Temple, Thiruvottiyur, Chennai - 600019",Thiruvottiyur,Chennai,Tamil Nadu,600019,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00136,"Marundheeswarar Temple, Thiruvanmiyur",Hindu Temples,"Marundheeswarar Temple, Thiruvanmiyur, Chennai - 600041",Thiruvanmiyur,Chennai,Tamil Nadu,600041,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00137,"Prasanna Venkatesa Perumal Temple, Kottur",Hindu Temples,"Prasanna Venkatesa Perumal Temple, Kottur, Chennai - 600085",Kottur,Chennai,Tamil Nadu,600085,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00138,"Srinivasa Perumal Temple, Semmancheri",Hindu Temples,"Srinivasa Perumal Temple, Semmancheri, Chennai - 600119",Semmancheri,Chennai,Tamil Nadu,600119,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00139,"Pidari Akilandamman Temple, Uthandi",Hindu Temples,"Pidari Akilandamman Temple, Uthandi, Chennai - 600119",Uthandi,Chennai,Tamil Nadu,600119,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00140,"Ishta Siddhi Vinayakar Temple, Thiruvalluvar Nagar",Hindu Temples,"Ishta Siddhi Vinayakar Temple, Thiruvalluvar Nagar, Chennai - 600041",Thiruvalluvar Nagar,Chennai,Tamil Nadu,600041,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00141,"Omsakthi Selva Vinayakar Temple, Thiruvanmiyur",Hindu Temples,"Omsakthi Selva Vinayakar Temple, Thiruvanmiyur, Chennai - 600041",Thiruvanmiyur,Chennai,Tamil Nadu,600041,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00142,"Devi Baliamman Temple, Villivakkam",Hindu Temples,"Devi Baliamman Temple, Villivakkam, Chennai - 600049",Villivakkam,Chennai,Tamil Nadu,600049,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00143,"Somanatha Swamy Temple, Kolthur",Hindu Temples,"Somanatha Swamy Temple, Kolthur, Chennai - 600099",Kolthur,Chennai,Tamil Nadu,600099,India,,,,,,,0,Swamy,,,,,,,,temple.csv,False
REL00144,"Sowmya Damodhara Perumal Temple, Villivakkam",Hindu Temples,"Sowmya Damodhara Perumal Temple, Villivakkam, Chennai - 600049",Villivakkam,Chennai,Tamil Nadu,600049,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00145,"Sundararaja Perumal Temple, Peravallur",Hindu Temples,"Sundararaja Perumal Temple, Peravallur, Chennai - 600082",Peravallur,Chennai,Tamil Nadu,600082,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00146,"Abathsagayavinayagar Temple, Villivakkam",Hindu Temples,"Abathsagayavinayagar Temple, Villivakkam, Chennai - 600049",Villivakkam,Chennai,Tamil Nadu,600049,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00147,"Lakshmi Amman Temple, Kolathur",Hindu Temples,"Lakshmi Amman Temple, Kolathur, Chennai - 600099",Kolathur,Chennai,Tamil Nadu,600099,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00148,"Pidari Malayathamman Temple, Mannurpet",Hindu Temples,"Pidari Malayathamman Temple, Mannurpet, Chennai - 600050",Mannurpet,Chennai,Tamil Nadu,600050,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00149,"Ellaiamman Temple, Ayanavaram",Hindu Temples,"Ellaiamman Temple, Ayanavaram, Chennai - 600023",Ayanavaram,Chennai,Tamil Nadu,600023,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00150,"Thiruvallishwarar Temple, Padi",Hindu Temples,"Thiruvallishwarar Temple, Padi, Chennai - 600050",Padi,Chennai,Tamil Nadu,600050,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00151,"Kailasanathar Temple, Padi",Hindu Temples,"Kailasanathar Temple, Padi, Chennai - 600050",Padi,Chennai,Tamil Nadu,600050,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00152,"Padalathri Seathamman Temple, Korattur",Hindu Temples,"Padalathri Seathamman Temple, Korattur, Chennai - 600076",Korattur,Chennai,Tamil Nadu,600076,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00153,"Harihara Karpaga Vinayagar Temple, Ambathur",Hindu Temples,"Harihara Karpaga Vinayagar Temple, Ambathur, Chennai - 600053",Ambathur,Chennai,Tamil Nadu,600053,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00154,"Thirumoolanathar Swamy Temple, Puzhal",Hindu Temples,"Thirumoolanathar Swamy Temple, Puzhal, Chennai - 600066",Puzhal,Chennai,Tamil Nadu,600066,India,,,,,,,0,Swamy,,,,,,,,temple.csv,False
REL00155,"Ponniamman Mariamman Temple, Padi",Hindu Temples,"Ponniamman Mariamman Temple, Padi, Chennai - 600050",Padi,Chennai,Tamil Nadu,600050,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00156,"Mahasakthi Vinayakar Temple, Korattur",Hindu Temples,"Mahasakthi Vinayakar Temple, Korattur, Chennai - 600080",Korattur,Chennai,Tamil Nadu,600080,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00157,"Selliamman Temple, Athipatttu",Hindu Temples,"Selliamman Temple, Athipatttu, Chennai - 600058",Athipatttu,Chennai,Tamil Nadu,600058,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00158,"Padavattamman Temple, Padi",Hindu Temples,"Padavattamman Temple, Padi, Chennai - 600050",Padi,Chennai,Tamil Nadu,600050,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00159,"Kannathamman Temple, Ambathur",Hindu Temples,"Kannathamman Temple, Ambathur, Chennai - 600053",Ambathur,Chennai,Tamil Nadu,600053,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00160,"Jamubukeswar Temple, Korattur",Hindu Temples,"Jamubukeswar Temple, Korattur, Chennai - 600080",Korattur,Chennai,Tamil Nadu,600080,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00161,"Devi Nagasakthiamman Temple, K.K.Nagar",Hindu Temples,"Devi Nagasakthiamman Temple, K.K.Nagar, Chennai - 600095",K.K.Nagar,Chennai,Tamil Nadu,600095,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00162,"Sundarajaperumal Temple, Avadi",Hindu Temples,"Sundarajaperumal Temple, Avadi, Chennai - 600062",Avadi,Chennai,Tamil Nadu,600062,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00163,"Sakthi Vinayagar Temple, K.K.Nagar",Hindu Temples,"Sakthi Vinayagar Temple, K.K.Nagar, Chennai - 600078",K.K.Nagar,Chennai,Tamil Nadu,600078,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00164,"Nagathamman Temple, Ashok Nagar",Hindu Temples,"Nagathamman Temple, Ashok Nagar, Chennai - 600083",Ashok Nagar,Chennai,Tamil Nadu,600083,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00165,"Agatheeswarar And Velveeswarar Temple, Valasaravakkam",Hindu Temples,"Agatheeswarar and Velveeswarar Temple, Valasaravakkam, Chennai - 600087",Valasaravakkam,Chennai,Tamil Nadu,600087,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00166,"Nava Siddhi Vinayagar Temple, Ashok Nagar",Hindu Temples,"Nava Siddhi Vinayagar Temple, Ashok Nagar, Chennai - 600083",Ashok Nagar,Chennai,Tamil Nadu,600083,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00167,"Thoppasamy (A) Malligeswarar Temple, Ashok Nagar",Hindu Temples,"Thoppasamy (A) Malligeswarar Temple, Ashok Nagar, Chennai - 600083",Ashok Nagar,Chennai,Tamil Nadu,600083,India,,,,,,,0,Shiva,,,,,,,,temple.csv,False
REL00168,"Sarva Sakthi Vinayagar Temple, Ashok Nagar",Hindu Temples,"Sarva Sakthi Vinayagar Temple, Ashok Nagar, Chennai - 600083",Ashok Nagar,Chennai,Tamil Nadu,600083,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00169,"Nagathamman Temple, Kodambakkam",Hindu Temples,"Nagathamman Temple, Kodambakkam, Chennai - 600024",Kodambakkam,Chennai,Tamil Nadu,600024,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00170,"Varasidhi Vinayagar Temple, Vadapalani",Hindu Temples,"Varasidhi Vinayagar Temple, Vadapalani, Chennai - 600026",Vadapalani,Chennai,Tamil Nadu,600026,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00171,"Varadaraja Manavala Mahamuni Temple, Kothaval Bazzar",Hindu Temples,"Varadaraja Manavala Mahamuni Temple, Kothaval Bazzar, Chennai - 600001",Kothaval Bazzar,Chennai,Tamil Nadu,600001,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00172,"Adikesava Perumal Bashyakara Swami Temple, Kothaval Bazzar",Hindu Temples,"Adikesava Perumal Bashyakara Swami Temple, Kothaval Bazzar, Chennai - 600001",Kothaval Bazzar,Chennai,Tamil Nadu,600001,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00173,"Thillai Vinayagar Temple, Seven Wells",Hindu Temples,"Thillai Vinayagar Temple, Seven Wells, Chennai - 600001",Seven Wells,Chennai,Tamil Nadu,600001,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00174,"Varasithi Vinayagar Nattu Pillayar Temple, Seven Wells",Hindu Temples,"Varasithi Vinayagar Nattu Pillayar Temple, Seven Wells, Chennai - 600001",Seven Wells,Chennai,Tamil Nadu,600001,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00175,"Seetha Rama Prasanna Anchaneya Swami Temple, Kothaval Bazzar",Hindu Temples,"Seetha Rama Prasanna Anchaneya Swami Temple, Kothaval Bazzar, Chennai - 600001",Kothaval Bazzar,Chennai,Tamil Nadu,600001,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00176,"Selva Vinayagar Temple, Kothaval Bazzar",Hindu Temples,"Selva Vinayagar Temple, Kothaval Bazzar, Chennai - 600001",Kothaval Bazzar,Chennai,Tamil Nadu,600001,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00177,"Thulukanathamman Temple, Mannady",Hindu Temples,"Thulukanathamman Temple, Mannady, Chennai - 600001",Mannady,Chennai,Tamil Nadu,600001,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00178,"Venugopala Swami Temple, Seven Wells",Hindu Temples,"Venugopala Swami Temple, Seven Wells, Chennai - 600001",Seven Wells,Chennai,Tamil Nadu,600001,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00179,"Sakthi Mukthi Sithivinayagar Temple, Broadway",Hindu Temples,"Sakthi Mukthi Sithivinayagar Temple, Broadway, Chennai - 600108",Broadway,Chennai,Tamil Nadu,600108,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00180,"Sanjivirayan Temple, Old Washermenpet",Hindu Temples,"Sanjivirayan Temple, Old Washermenpet, Chennai - 600021",Old Washermenpet,Chennai,Tamil Nadu,600021,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00181,"Bakthavachala Perumal Temple, Old Washermenpet",Hindu Temples,"Bakthavachala Perumal Temple, Old Washermenpet, Chennai - 600021",Old Washermenpet,Chennai,Tamil Nadu,600021,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00182,"Byragimadam Thiruvengadamudaiyan Venkatesa Perumal Temple, Nsc Bose Road",Hindu Temples,"Byragimadam Thiruvengadamudaiyan Venkatesa Perumal Temple, Nsc Bose Road, Chennai - 600079",Nsc Bose Road,Chennai,Tamil Nadu,600079,India,,,,,,,0,Perumal,,,,,,,,temple.csv,False
REL00183,"Thiruveethi Amman Temple, Seven Wells",Hindu Temples,"Thiruveethi Amman Temple, Seven Wells, Chennai - 600001",Seven Wells,Chennai,Tamil Nadu,600001,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00184,"Balasubramaniya Swami & Allaimman Temple, Teynampet",Hindu Temples,"Balasubramaniya Swami & Allaimman Temple, Teynampet, Chennai - 600018",Teynampet,Chennai,Tamil Nadu,600018,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00185,"Varasidhi Vinayagar Temple, Vellala Teynampet",Hindu Temples,"Varasidhi Vinayagar Temple, Vellala Teynampet, Chennai - 600086",Vellala Teynampet,Chennai,Tamil Nadu,600086,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00186,"Thiruveethiamman Temple, Gurupuram",Hindu Temples,"Thiruveethiamman Temple, Gurupuram, Chennai - 600018",Gurupuram,Chennai,Tamil Nadu,600018,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00187,"Adhisivasakthi Temple, Mandhaveli",Hindu Temples,"Adhisivasakthi Temple, Mandhaveli, Chennai - 600028",Mandhaveli,Chennai,Tamil Nadu,600028,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00188,"Muthalamman Temple, West Mambalam",Hindu Temples,"Muthalamman Temple, West Mambalam, Chennai - 600033",West Mambalam,Chennai,Tamil Nadu,600033,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00189,"Nagathamman Temple, Nandhanam",Hindu Temples,"Nagathamman Temple, Nandhanam, Chennai - 600035",Nandhanam,Chennai,Tamil Nadu,600035,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
REL00190,"Arulsakthi Vinayagar Temple, Nandhanam",Hindu Temples,"Arulsakthi Vinayagar Temple, Nandhanam, Chennai - 600035",Nandhanam,Chennai,Tamil Nadu,600035,India,,,,,,,0,Vinayagar,,,,,,,,temple.csv,False
REL00191,"Parvathavarthini & Ramalingeshwarar Temple, Nandhampakkam",Hindu Temples,"Parvathavarthini & Ramalingeshwarar Temple, Nandhampakkam, Chennai - 600089",Nandhampakkam,Chennai,Tamil Nadu,600089,India,,,,,,,0,Other,,,,,,,,temple.csv,False
REL00192,"Muthu Mariamman Temple, Ayanavaram",Hindu Temples,"Muthu Mariamman Temple, Ayanavaram, Chennai - 600023",Ayanavaram,Chennai,Tamil Nadu,600023,India,,,,,,,0,Amman,,,,,,,,temple.csv,False
